"Region Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
NE,"5/1/2020 12 a.m. EDT",875,0,974,622,0,3214,0,2440
NE,"5/1/2020 1 a.m. EDT",859,0,971,648,0,2251,0,2479
NE,"5/1/2020 2 a.m. EDT",858,0,964,633,0,2052,0,2475
NE,"5/1/2020 3 a.m. EDT",872,0,959,631,0,2077,0,2472
NE,"5/1/2020 4 a.m. EDT",894,0,946,633,0,1974,0,2478
NE,"5/1/2020 5 a.m. EDT",863,0,955,632,0,2255,0,2490
NE,"5/1/2020 6 a.m. EDT",848,0,975,635,0,2251,0,2473
NE,"5/1/2020 7 a.m. EDT",840,1,1085,631,0,2793,0,2502
NE,"5/1/2020 8 a.m. EDT",754,4,1285,638,0,3740,0,2516
NE,"5/1/2020 9 a.m. EDT",735,15,1396,637,14,4469,0,2492
NE,"5/1/2020 10 a.m. EDT",692,31,1554,627,4,4346,0,2464
NE,"5/1/2020 11 a.m. EDT",646,39,1475,641,0,4776,0,2488
NE,"5/1/2020 12 p.m. EDT",588,63,1409,646,15,5133,2,2475
NE,"5/1/2020 1 p.m. EDT",505,83,1358,643,12,4931,8,2446
NE,"5/1/2020 2 p.m. EDT",411,107,1143,641,0,4687,11,2453
NE,"5/1/2020 3 p.m. EDT",368,103,995,632,0,4571,4,2455
NE,"5/1/2020 4 p.m. EDT",350,79,990,635,0,4183,6,2461
NE,"5/1/2020 5 p.m. EDT",364,70,1032,627,0,3964,3,2479
NE,"5/1/2020 6 p.m. EDT",372,49,1232,628,0,4181,2,2515
NE,"5/1/2020 7 p.m. EDT",324,20,1286,620,0,4391,1,2484
NE,"5/1/2020 8 p.m. EDT",269,4,1289,615,0,4559,1,2473
NE,"5/1/2020 9 p.m. EDT",306,0,1441,626,0,4384,0,2468
NE,"5/1/2020 10 p.m. EDT",454,0,1336,620,0,3786,1,2459
NE,"5/1/2020 11 p.m. EDT",635,0,1067,616,0,3142,0,2452
NE,"5/2/2020 12 a.m. EDT",758,0,956,606,0,2679,0,2466
NE,"5/2/2020 1 a.m. EDT",834,0,930,602,0,2346,0,2464
NE,"5/2/2020 2 a.m. EDT",968,0,984,613,0,2030,0,2470
NE,"5/2/2020 3 a.m. EDT",1011,0,972,611,0,1768,0,2465
NE,"5/2/2020 4 a.m. EDT",1074,0,960,616,0,1502,0,2471
NE,"5/2/2020 5 a.m. EDT",1034,0,941,623,0,1547,0,2476
NE,"5/2/2020 6 a.m. EDT",962,0,970,624,0,1792,0,2479
NE,"5/2/2020 7 a.m. EDT",902,7,1016,631,0,1852,0,2476
NE,"5/2/2020 8 a.m. EDT",936,47,1118,647,3,1875,0,2495
NE,"5/2/2020 9 a.m. EDT",978,120,1127,656,20,1951,0,2560
NE,"5/2/2020 10 a.m. EDT",974,169,1032,626,0,1702,0,2474
NE,"5/2/2020 11 a.m. EDT",1016,189,1045,634,0,1596,0,2482
NE,"5/2/2020 12 p.m. EDT",988,195,1048,632,0,1931,0,2493
NE,"5/2/2020 1 p.m. EDT",953,197,1089,629,0,2086,0,2497
NE,"5/2/2020 2 p.m. EDT",906,193,1077,623,0,1958,0,2468
NE,"5/2/2020 3 p.m. EDT",893,191,1068,618,0,1719,0,2456
NE,"5/2/2020 4 p.m. EDT",883,172,1043,635,0,1890,0,2490
NE,"5/2/2020 5 p.m. EDT",833,109,1137,636,0,2465,0,2484
NE,"5/2/2020 6 p.m. EDT",763,58,1403,632,0,3025,0,2481
NE,"5/2/2020 7 p.m. EDT",643,23,1854,641,0,3418,0,2490
NE,"5/2/2020 8 p.m. EDT",444,6,1906,645,0,3630,0,2465
NE,"5/2/2020 9 p.m. EDT",336,0,2225,654,0,3612,0,2464
NE,"5/2/2020 10 p.m. EDT",267,0,1801,644,0,3236,0,2442
NE,"5/2/2020 11 p.m. EDT",230,0,1526,641,0,2831,0,2458
NE,"5/3/2020 12 a.m. EDT",194,0,1342,633,0,2149,0,2431
NE,"5/3/2020 1 a.m. EDT",198,0,1077,642,0,1759,0,2475
NE,"5/3/2020 2 a.m. EDT",156,0,1069,640,0,2004,0,2479
NE,"5/3/2020 3 a.m. EDT",129,0,1072,644,0,1966,0,2482
NE,"5/3/2020 4 a.m. EDT",146,0,1062,634,0,1739,0,2461
NE,"5/3/2020 5 a.m. EDT",166,0,1066,647,0,1996,0,2484
NE,"5/3/2020 6 a.m. EDT",221,0,1057,640,0,2039,0,2461
NE,"5/3/2020 7 a.m. EDT",356,5,1063,641,0,1665,0,2461
NE,"5/3/2020 8 a.m. EDT",397,31,1143,644,0,1930,0,2503
NE,"5/3/2020 9 a.m. EDT",357,73,1198,644,0,2289,0,2493
NE,"5/3/2020 10 a.m. EDT",268,134,1243,631,0,2119,0,2460
NE,"5/3/2020 11 a.m. EDT",242,171,1248,630,0,1916,0,2458
NE,"5/3/2020 12 p.m. EDT",277,192,1140,618,0,1936,0,2470
NE,"5/3/2020 1 p.m. EDT",334,206,1118,601,0,1993,0,2460
NE,"5/3/2020 2 p.m. EDT",412,201,1165,623,0,2068,0,2498
NE,"5/3/2020 3 p.m. EDT",492,193,1162,631,0,2114,0,2471
NE,"5/3/2020 4 p.m. EDT",544,192,1168,638,0,2137,0,2490
NE,"5/3/2020 5 p.m. EDT",533,147,1156,618,0,2310,0,2466
NE,"5/3/2020 6 p.m. EDT",480,92,1520,618,0,2782,0,2503
NE,"5/3/2020 7 p.m. EDT",367,36,2028,632,0,3374,0,2509
NE,"5/3/2020 8 p.m. EDT",311,5,2022,640,1,3647,0,2472
NE,"5/3/2020 9 p.m. EDT",275,0,2107,652,0,3733,0,2471
NE,"5/3/2020 10 p.m. EDT",311,0,1781,644,0,3370,0,2444
NE,"5/3/2020 11 p.m. EDT",352,0,1525,631,0,2736,0,2416
NE,"5/4/2020 12 a.m. EDT",375,0,1369,624,0,2134,0,2432
NE,"5/4/2020 1 a.m. EDT",416,0,1018,595,0,1966,0,2479
NE,"5/4/2020 2 a.m. EDT",394,0,1016,574,0,2033,0,2463
NE,"5/4/2020 3 a.m. EDT",383,0,1049,571,0,2032,0,2473
NE,"5/4/2020 4 a.m. EDT",398,0,1066,581,0,2186,0,2503
NE,"5/4/2020 5 a.m. EDT",302,0,1061,592,0,2492,0,2497
NE,"5/4/2020 6 a.m. EDT",258,0,1011,581,0,2693,0,2473
NE,"5/4/2020 7 a.m. EDT",299,7,1114,583,0,3042,0,2503
NE,"5/4/2020 8 a.m. EDT",352,38,1276,583,0,3316,0,2496
NE,"5/4/2020 9 a.m. EDT",425,115,1295,585,0,3298,0,2476
NE,"5/4/2020 10 a.m. EDT",478,172,1256,586,0,3223,0,2475
NE,"5/4/2020 11 a.m. EDT",493,192,1193,589,0,3105,0,2465
NE,"5/4/2020 12 p.m. EDT",480,200,1163,601,0,3417,0,2486
NE,"5/4/2020 1 p.m. EDT",487,161,1271,608,0,3979,0,2485
NE,"5/4/2020 2 p.m. EDT",510,112,1340,595,0,4103,0,2458
NE,"5/4/2020 3 p.m. EDT",609,94,1206,600,0,3837,0,2471
NE,"5/4/2020 4 p.m. EDT",616,94,1128,595,0,3797,0,2478
NE,"5/4/2020 5 p.m. EDT",703,79,1230,601,0,3787,0,2486
NE,"5/4/2020 6 p.m. EDT",811,48,1341,596,0,3961,0,2492
NE,"5/4/2020 7 p.m. EDT",885,24,1541,591,0,4194,0,2491
NE,"5/4/2020 8 p.m. EDT",936,6,1696,609,0,4192,1,2524
NE,"5/4/2020 9 p.m. EDT",912,0,1608,594,0,4015,2,2464
NE,"5/4/2020 10 p.m. EDT",899,0,1392,597,0,3754,0,2465
NE,"5/4/2020 11 p.m. EDT",867,0,1193,590,0,3203,0,2434
NE,"5/5/2020 12 a.m. EDT",927,0,1071,596,0,2651,0,2475
NE,"5/5/2020 1 a.m. EDT",918,0,999,611,0,2221,0,2466
NE,"5/5/2020 2 a.m. EDT",889,0,978,592,0,2016,0,2444
NE,"5/5/2020 3 a.m. EDT",908,0,1036,611,0,1873,0,2497
NE,"5/5/2020 4 a.m. EDT",943,0,1039,609,0,1965,0,2488
NE,"5/5/2020 5 a.m. EDT",938,0,1045,601,0,2075,0,2499
NE,"5/5/2020 6 a.m. EDT",905,0,1012,595,0,2607,0,2496
NE,"5/5/2020 7 a.m. EDT",855,9,1148,593,0,2994,0,2515
NE,"5/5/2020 8 a.m. EDT",823,54,1320,587,0,3449,1,2484
NE,"5/5/2020 9 a.m. EDT",797,130,1290,586,1,3244,1,2462
NE,"5/5/2020 10 a.m. EDT",757,182,1111,595,20,3118,1,2479
NE,"5/5/2020 11 a.m. EDT",705,208,1090,596,23,2833,0,2478
NE,"5/5/2020 12 p.m. EDT",696,212,1095,592,20,2835,0,2471
NE,"5/5/2020 1 p.m. EDT",713,215,1079,597,12,2919,0,2480
NE,"5/5/2020 2 p.m. EDT",677,212,1055,598,0,2964,0,2468
NE,"5/5/2020 3 p.m. EDT",660,204,1044,600,0,3072,0,2475
NE,"5/5/2020 4 p.m. EDT",631,196,1073,609,0,2992,0,2486
NE,"5/5/2020 5 p.m. EDT",595,153,1070,634,0,3517,0,2487
NE,"5/5/2020 6 p.m. EDT",574,90,1253,636,0,3804,0,2481
NE,"5/5/2020 7 p.m. EDT",541,33,1575,629,0,4125,0,2479
NE,"5/5/2020 8 p.m. EDT",417,5,1724,625,0,4236,0,2478
NE,"5/5/2020 9 p.m. EDT",398,0,1882,623,30,4264,0,2473
NE,"5/5/2020 10 p.m. EDT",352,0,1646,623,25,4187,0,2465
NE,"5/5/2020 11 p.m. EDT",275,0,1491,619,7,3571,0,2462
NE,"5/6/2020 12 a.m. EDT",209,0,1294,620,0,3139,0,2436
NE,"5/6/2020 1 a.m. EDT",171,0,981,621,0,2509,0,2433
NE,"5/6/2020 2 a.m. EDT",178,0,990,625,0,2474,0,2479
NE,"5/6/2020 3 a.m. EDT",204,0,990,622,0,2432,0,2473
NE,"5/6/2020 4 a.m. EDT",277,0,941,608,0,2347,0,2474
NE,"5/6/2020 5 a.m. EDT",337,0,945,610,0,2581,0,2513
NE,"5/6/2020 6 a.m. EDT",330,1,1037,611,0,2716,0,2485
NE,"5/6/2020 7 a.m. EDT",307,13,1262,612,0,3296,0,2502
NE,"5/6/2020 8 a.m. EDT",212,52,1303,603,0,3667,0,2485
NE,"5/6/2020 9 a.m. EDT",138,93,1315,610,2,3839,2,2475
NE,"5/6/2020 10 a.m. EDT",117,129,1171,603,69,3715,8,2464
NE,"5/6/2020 11 a.m. EDT",121,123,1297,605,64,3753,3,2485
NE,"5/6/2020 12 p.m. EDT",149,170,1306,600,24,3884,0,2473
NE,"5/6/2020 1 p.m. EDT",131,179,1051,598,11,3928,7,2474
NE,"5/6/2020 2 p.m. EDT",100,141,991,597,10,4214,5,2484
NE,"5/6/2020 3 p.m. EDT",101,107,1003,594,47,4202,4,2474
NE,"5/6/2020 4 p.m. EDT",77,80,1067,598,18,4272,0,2488
NE,"5/6/2020 5 p.m. EDT",67,45,1314,620,44,4251,0,2481
NE,"5/6/2020 6 p.m. EDT",94,19,1510,623,6,4791,0,2482
NE,"5/6/2020 7 p.m. EDT",74,9,1636,616,0,4867,0,2473
NE,"5/6/2020 8 p.m. EDT",75,2,1803,628,0,4677,0,2477
NE,"5/6/2020 9 p.m. EDT",104,0,1807,638,41,4503,0,2472
NE,"5/6/2020 10 p.m. EDT",191,0,1462,637,0,4164,0,2467
NE,"5/6/2020 11 p.m. EDT",254,0,1197,632,0,3781,0,2464
NE,"5/7/2020 12 a.m. EDT",235,0,1066,637,0,3370,0,2474
NE,"5/7/2020 1 a.m. EDT",236,0,958,616,0,2638,0,2462
NE,"5/7/2020 2 a.m. EDT",262,0,939,609,0,2519,0,2480
NE,"5/7/2020 3 a.m. EDT",276,0,931,603,0,2400,0,2472
NE,"5/7/2020 4 a.m. EDT",267,0,933,610,0,2404,0,2486
NE,"5/7/2020 5 a.m. EDT",195,0,922,619,0,2827,0,2486
NE,"5/7/2020 6 a.m. EDT",181,0,941,618,0,3192,0,2482
NE,"5/7/2020 7 a.m. EDT",154,10,1078,624,0,3628,0,2496
NE,"5/7/2020 8 a.m. EDT",114,45,1354,617,0,3821,0,2475
NE,"5/7/2020 9 a.m. EDT",92,118,1358,597,0,3715,0,2466
NE,"5/7/2020 10 a.m. EDT",133,180,1202,603,0,3284,0,2455
NE,"5/7/2020 11 a.m. EDT",158,190,1118,616,0,3405,0,2491
NE,"5/7/2020 12 p.m. EDT",213,185,1030,624,0,3715,3,2505
NE,"5/7/2020 1 p.m. EDT",268,152,990,605,4,3887,1,2467
NE,"5/7/2020 2 p.m. EDT",312,142,993,613,31,3415,7,2479
NE,"5/7/2020 3 p.m. EDT",309,153,997,612,32,3198,3,2481
NE,"5/7/2020 4 p.m. EDT",293,150,1001,604,5,3357,1,2471
NE,"5/7/2020 5 p.m. EDT",278,122,990,613,41,3470,0,2475
NE,"5/7/2020 6 p.m. EDT",234,85,1212,573,0,4059,0,2508
NE,"5/7/2020 7 p.m. EDT",199,29,1368,564,0,4547,0,2480
NE,"5/7/2020 8 p.m. EDT",172,4,1494,550,0,4681,0,2478
NE,"5/7/2020 9 p.m. EDT",190,0,1761,567,0,4572,0,2467
NE,"5/7/2020 10 p.m. EDT",257,0,1407,584,0,4209,0,2463
NE,"5/7/2020 11 p.m. EDT",303,0,1027,578,0,3842,1,2463
NE,"5/8/2020 12 a.m. EDT",368,0,901,584,0,3290,2,2469
NE,"5/8/2020 1 a.m. EDT",490,0,931,585,0,2803,2,2465
NE,"5/8/2020 2 a.m. EDT",599,0,937,594,0,2417,1,2469
NE,"5/8/2020 3 a.m. EDT",672,0,869,584,0,2592,3,2464
NE,"5/8/2020 4 a.m. EDT",758,0,863,575,0,2408,1,2470
NE,"5/8/2020 5 a.m. EDT",809,0,869,581,0,2457,1,2488
NE,"5/8/2020 6 a.m. EDT",778,0,892,570,0,2798,2,2477
NE,"5/8/2020 7 a.m. EDT",753,11,940,573,0,3113,0,2482
NE,"5/8/2020 8 a.m. EDT",699,56,1080,560,0,3192,2,2488
NE,"5/8/2020 9 a.m. EDT",726,120,1097,583,0,3477,3,2476
NE,"5/8/2020 10 a.m. EDT",718,146,1097,592,31,3303,1,2471
NE,"5/8/2020 11 a.m. EDT",782,134,1089,593,50,3258,2,2474
NE,"5/8/2020 12 p.m. EDT",751,174,1006,576,6,2908,2,2450
NE,"5/8/2020 1 p.m. EDT",746,170,1041,590,0,3146,5,2438
NE,"5/8/2020 2 p.m. EDT",726,109,1086,596,3,3922,1,2432
NE,"5/8/2020 3 p.m. EDT",689,75,1420,578,1,4078,0,2406
NE,"5/8/2020 4 p.m. EDT",653,55,1143,586,0,3821,0,2447
NE,"5/8/2020 5 p.m. EDT",564,41,1176,587,0,3820,0,2464
NE,"5/8/2020 6 p.m. EDT",427,27,1663,602,0,4077,1,2487
NE,"5/8/2020 7 p.m. EDT",291,10,1677,600,0,4379,0,2472
NE,"5/8/2020 8 p.m. EDT",230,1,1848,591,0,4208,0,2469
NE,"5/8/2020 9 p.m. EDT",201,0,1819,594,0,4110,0,2476
NE,"5/8/2020 10 p.m. EDT",165,0,1606,589,0,3886,0,2461
NE,"5/8/2020 11 p.m. EDT",184,0,1252,586,0,3291,0,2453
NE,"5/9/2020 12 a.m. EDT",179,0,1005,600,0,3173,0,2467
NE,"5/9/2020 1 a.m. EDT",195,0,884,602,0,2889,0,2472
NE,"5/9/2020 2 a.m. EDT",235,0,876,600,0,2701,0,2474
NE,"5/9/2020 3 a.m. EDT",326,0,874,600,0,2641,0,2479
NE,"5/9/2020 4 a.m. EDT",431,0,881,602,0,2577,0,2480
NE,"5/9/2020 5 a.m. EDT",512,0,918,592,0,2737,0,2486
NE,"5/9/2020 6 a.m. EDT",569,0,1095,594,0,2514,0,2477
NE,"5/9/2020 7 a.m. EDT",667,8,1239,601,0,2527,0,2499
NE,"5/9/2020 8 a.m. EDT",786,26,1449,613,0,2977,0,2522
NE,"5/9/2020 9 a.m. EDT",945,67,1286,593,0,3043,0,2466
NE,"5/9/2020 10 a.m. EDT",1053,103,970,590,0,3219,0,2473
NE,"5/9/2020 11 a.m. EDT",1122,152,944,589,0,2808,2,2469
NE,"5/9/2020 12 p.m. EDT",1146,161,948,588,0,2854,6,2487
NE,"5/9/2020 1 p.m. EDT",1141,163,969,586,0,3093,7,2487
NE,"5/9/2020 2 p.m. EDT",1139,163,967,585,0,3086,7,2481
NE,"5/9/2020 3 p.m. EDT",1107,158,940,569,0,3000,7,2412
NE,"5/9/2020 4 p.m. EDT",1106,141,907,569,0,2724,4,2414
NE,"5/9/2020 5 p.m. EDT",1146,112,925,584,0,3041,1,2490
NE,"5/9/2020 6 p.m. EDT",1125,83,1195,565,0,3344,3,2483
NE,"5/9/2020 7 p.m. EDT",1113,31,1392,560,0,3644,2,2486
NE,"5/9/2020 8 p.m. EDT",1115,6,1643,581,0,3738,1,2485
NE,"5/9/2020 9 p.m. EDT",1108,0,1779,583,0,3741,0,2471
NE,"5/9/2020 10 p.m. EDT",1099,0,1517,594,0,3704,0,2461
NE,"5/9/2020 11 p.m. EDT",1063,0,1067,589,0,3484,0,2444
NE,"5/10/2020 12 a.m. EDT",1099,0,907,596,0,3100,0,2459
NE,"5/10/2020 1 a.m. EDT",1112,0,904,601,0,2613,0,2481
NE,"5/10/2020 2 a.m. EDT",1106,0,904,627,0,2763,0,2488
NE,"5/10/2020 3 a.m. EDT",1067,0,853,624,0,2713,0,2470
NE,"5/10/2020 4 a.m. EDT",1089,0,841,626,0,2551,0,2466
NE,"5/10/2020 5 a.m. EDT",1076,0,837,625,0,2445,1,2473
NE,"5/10/2020 6 a.m. EDT",1045,0,841,626,0,2496,0,2469
NE,"5/10/2020 7 a.m. EDT",1033,9,926,630,0,2717,4,2482
NE,"5/10/2020 8 a.m. EDT",1005,46,938,625,0,2705,2,2470
NE,"5/10/2020 9 a.m. EDT",1030,114,1094,622,0,2429,0,2462
NE,"5/10/2020 10 a.m. EDT",1063,161,1134,629,0,2237,1,2483
NE,"5/10/2020 11 a.m. EDT",1059,142,1064,639,0,2224,1,2484
NE,"5/10/2020 12 p.m. EDT",1047,153,960,630,0,2409,0,2478
NE,"5/10/2020 1 p.m. EDT",1047,145,961,624,0,2368,0,2467
NE,"5/10/2020 2 p.m. EDT",990,180,915,623,0,1946,2,2451
NE,"5/10/2020 3 p.m. EDT",1032,167,894,608,0,2021,1,2460
NE,"5/10/2020 4 p.m. EDT",1079,158,884,631,0,2258,3,2548
NE,"5/10/2020 5 p.m. EDT",1045,116,942,615,0,2358,0,2467
NE,"5/10/2020 6 p.m. EDT",1031,74,1162,613,0,2431,0,2485
NE,"5/10/2020 7 p.m. EDT",1002,28,1318,633,0,2839,1,2503
NE,"5/10/2020 8 p.m. EDT",911,5,1399,626,0,3285,1,2480
NE,"5/10/2020 9 p.m. EDT",803,0,1475,600,22,3264,0,2460
NE,"5/10/2020 10 p.m. EDT",799,0,1210,594,0,3097,0,2431
NE,"5/10/2020 11 p.m. EDT",832,0,971,595,0,2749,1,2450
NE,"5/11/2020 12 a.m. EDT",789,0,878,593,0,2389,0,2447
NE,"5/11/2020 1 a.m. EDT",685,0,821,593,0,1966,0,2447
NE,"5/11/2020 2 a.m. EDT",720,0,820,602,1,1951,0,2461
NE,"5/11/2020 3 a.m. EDT",722,0,825,606,7,1723,2,2479
NE,"5/11/2020 4 a.m. EDT",654,0,835,613,7,2076,0,2499
NE,"5/11/2020 5 a.m. EDT",630,0,833,612,8,2017,1,2489
NE,"5/11/2020 6 a.m. EDT",593,0,965,613,8,2126,1,2500
